screen_name,description,url,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot,ff_ratio,modified_date,last_numeric,sn_length,sn_digitcount,sn_lastone,desc_length,diversity,null_url
BDUTT,Barkha Rani Jamke Barasti Hai. Emmy Nominated Reporter. Author.Contributing Columnist @WashingtonPost Contributing Ed @TheWeekLive. Argumentative!Yaaron Ka Yaar,,3,3,3,3,1,3,0,0,0,barkha dutt,0,1847,2009-02-02,False,3,0,30,158,34,0
fuckeveryword,Fuck every word in the English language. Task will complete in 2020.,http://t.co/DPeRq9eziB,3,0,3,3,0,3,0,0,0,fuck every word,1,1952,2014-05-16,False,11,0,39,66,39,1
assignments_txt,"daily writing assignments, posts twice a day ~bot by @cblgh~",,1,0,2,0,0,1,0,0,0,assignments.txt,1,1425,2014-07-16,False,13,0,55,58,21,0
lurker3142,,,0,2,0,2,0,0,1,1,0,Vinay,0,10,2017-01-31,True,8,4,2,1,45,0
siexaij95,"Working as a community to change the low, loud & frequent flight patterns from LGA that disrupt neighborhoods in NE Queens & beyond. http://queensquietskies.",,0,2,1,2,0,1,1,0,0,siexaij95,1,109,2016-09-26,True,7,2,5,155,44,0
jakeborge,Mel is awesome,,1,1,0,1,0,0,1,0,0,Jacob Borgerding,0,785,2015-06-30,False,7,0,40,12,44,0
mjvocals,@mihynus,,1,3,0,0,0,0,1,0,0,acc in bio,1,279,2016-02-05,False,6,0,54,6,51,0
saramafzal,"Journalist & Mobile Producer @CNN. Past gigs @Facebook, @ProPublica, and @Mashable. Interested in international news, tech, social media, and photography.",https://t.co/b7BDi6Ruup,2,3,2,3,0,1,0,0,0,Sara Afzal,0,667,2009-07-07,False,8,0,47,152,24,1
ZEazr1987,Give me a museum and I'll fill it.,,0,2,0,1,0,0,1,0,0,ZEazr1987,1,46,2016-02-01,True,7,4,7,32,51,0
DeannaGreen51,,,0,0,0,1,0,0,0,0,0,Dee Green,0,735,2012-05-17,True,11,2,1,1,17,0
_primes_,"Every prime number, eventually. (Or the heat death of the universe; whichever happens first.)",https://t.co/XxesUvTCrB,2,0,2,0,0,3,0,0,0,Prime Numbers,1,1816,2013-09-27,False,6,0,26,91,42,1
SomethingToBurn,weeee willll weee willll rock you!,http://t.co/Vq8el57Cy9,2,1,2,0,1,1,0,0,0,Something To Burn,0,1141,2009-04-09,False,13,0,49,32,41,1
WarrenSapp,#280 Pro Football Hall Of Fame! #SappFishing,https://t.co/M4equbAJSe,3,2,3,2,1,3,0,0,0,Warren Sapp,0,1750,2009-04-23,False,8,0,51,42,24,1
big_ben_clock,"The first, established November 2009 & entirely unofficial. Copyright details here: http://t.co/q8UCMopfd5, but still apparently imitated everywhere.",,3,0,3,0,0,3,0,0,0,Big Ben,1,2006,2009-10-30,False,11,0,46,147,31,0
baunvez28,There is no time for cut-and-dried monotony. There is time for work. And time for love. That leaves no other time!,,0,2,0,2,0,0,1,0,0,Russell Walker,1,11,2017-12-07,True,7,2,8,112,51,0
SciTechRangers,"I'm a PC technician who shares free apps and news about gadgets, technology & science with some humor. I don't read DMs so tweet me. Beware of mad robots!",http://t.co/jQ3DPHS9mN,3,3,3,3,0,3,0,0,0,SciTech Scotty,0,828,2009-07-26,False,12,0,54,152,40,1
robbiewilliams,The Heavy Entertainment Show out now: https://t.co/uu36uqydi1,https://t.co/JdsdaG1ZTK,3,1,3,3,1,2,0,0,0,Robbie Williams,0,1921,2009-08-28,False,12,0,54,59,26,1
ctelyricsbot,a bot that tweets random crown the empire lyrics every 30 minutes. [[ non bot tweets in brackets ]],,1,2,1,1,0,3,1,0,0,cte lyrics bot,1,700,2016-06-14,False,10,0,55,97,38,0
elonmusk,"Tesla, SpaceX, Tunnels & OpenAI",,3,1,3,2,1,2,0,0,0,Elon Musk,0,1993,2009-06-02,False,6,0,46,29,51,0
Coolio,"New single ""KILL AGAIN"" out now! https://t.co/qiZ8W4mhJG Shaka Zulu! https://t.co/9ZY92tEQaX https://t.co/uBNsayp9Gr",https://t.co/mOMVGwlKcl,3,1,3,3,1,1,0,0,1,Coolio,0,1797,2009-08-07,False,4,0,50,114,21,1
HungryGirl,Sign up for daily emails at http://t.co/rYkz9gmkUq. Watch Hungry Girl on Food Network & Cooking Channel. EAT THINGS!!!,http://t.co/rYkz9gmkUq,3,2,3,3,1,3,0,0,0,Lisa Lillien,0,1644,2009-01-30,False,8,0,47,116,45,1
FGaryGray,"Producer/Director: FRIDAY, SET IT OFF, A MAN APART, NEGOTIATOR, THE ITALIAN JOB, BE COOL, LAW ABIDING CITIZEN, THE SEA OF TREES, STRAIGHT OUTTA COMPTON, FAST 8",https://t.co/zMcDERTsIj,3,2,3,2,1,1,0,0,0,F Gary Gray,0,1373,2009-03-11,False,7,0,60,157,12,1
TwoJournalists,Comedy is when you take two tweets from journalists and then confuse them.,,0,0,1,0,0,2,1,0,0,TwoJournalists,1,1020,2015-02-09,False,12,0,54,72,40,0
acrostik,"Acrostics Can Randomly Or Suddenly Tweet In Computer! // or, acrostic tweet discovery, by @thricedotted",,1,0,2,0,0,3,1,0,0,the acrostic hunter,1,1546,2014-06-07,False,6,0,46,101,51,0
low_battery_tho,Might wanna charge your phone. Unfollow to opt-out. Bot by @ckolderup #botALLY,,0,1,1,0,0,0,1,0,0,Low Battery,1,756,2014-10-17,False,13,0,50,76,28,0
CameronNewton,https://t.co/Vp5XEujVVc,https://t.co/4pbpn8MzkU,3,1,3,1,1,1,0,0,0,Cameron Newton,0,1892,2011-02-15,False,11,0,49,21,31,1
pikachaplin,Reimagining Charlie Chaplin movies within the Pokí©mon universe äó¢ bot by @ckolderup äó¢ #botALLY,,1,0,1,0,0,2,0,0,1,Pikachaplin,1,1184,2016-03-23,False,9,0,49,96,27,0
MysteriousW0rld,,https://t.co/tqf5jhvLhR,1,1,0,0,0,0,1,0,1,Mysterious World,1,786,2017-03-13,False,13,1,39,1,41,1
Readygov,Don't wait. Communicate. Start your emergency plan today.,https://t.co/kqF3aqOGfy,3,3,3,3,1,2,0,0,0,Readygov,0,1437,2008-08-28,False,6,0,57,55,51,1
RepKevinBrady,Dad. Husband. Chairman of @WaysandMeansGOP. Deputy Whip. Loves: Baseball and Texas.,http://t.co/Lg0O7I6yn9,3,3,3,3,1,2,0,0,0,RepKevinBrady,0,1211,2009-02-02,False,11,0,60,81,48,1
ShamielAlli,,None,0,1,0,0,0,0,1,1,0,Shamiel alli,1,172,2017-03-12,False,9,0,44,1,27,0
JoeTrippi,Author of The Revolution Will Not Be Televised. Board member @VanguardAfrica. Tweet things I find interesting (even opposing views).,https://t.co/mThxTiEBBW,3,3,3,2,1,3,0,0,0,Joe Trippi,0,1498,2007-07-05,False,7,0,44,130,32,1
lisa_amon,,,0,2,0,2,0,0,0,0,0,DeeManchi,0,261,2009-09-25,False,7,0,49,1,44,0
stevejang,"serial entrepreneur, investor, surfer, cook, mixtape selector. advisor/investor: @Ando @BlueBottleRoast @Coinbase @Expa @GoForward @HyperloopOne @Uber @WeLocol",https://t.co/BpvoaUGnfn,3,3,3,3,0,3,0,0,0,Steve Jang,0,1178,2008-02-24,False,7,0,42,157,44,1
DannyDevitoBot,I find tweets about Danny Devito.,,2,0,1,1,0,3,1,0,0,Danny Devito Bot,1,1341,2014-11-20,False,12,0,55,31,26,0
EstagiareSP,Vagas de est’çgio no Estado do S’£o Paulo e publicadas no @estagiare!,http://t.co/mRbKwyqiJi,2,3,1,0,0,3,0,0,0,Estagiare SP,0,492,2012-03-18,False,9,0,25,67,46,1
4myrealfriends,"Twitter bot for my real friends, real bot for my Twitter friends. Tweets every two hours. by @tinysubversions, powered by @wordnik (see also @twoheadlines)",,2,0,2,0,0,3,1,0,0,For my real friends.,1,1588,2014-02-20,False,12,1,54,153,40,0
petewentz,i headbang in the rock and roll band fall out boy. snapchat: peteweezy follow it _ôï_ https://t.co/dgp6GakaCp,https://t.co/3iKEkcEBNj,3,2,3,2,1,3,0,0,0,pw,0,1898,2008-09-12,False,7,0,61,107,21,1
UmairSQureshi,Teacher and Educationist. ASCD Emerging Leader 2015/Tedx Speaker/ Founder Islamabad https://t.co/NjgxEvcwSm LEAD (pvt) Limited/Activist.,,2,3,1,2,0,1,1,0,0,Umair Shahid Qureshi,0,696,2011-06-27,False,11,0,44,134,39,0
binsumi,#fintech #crypto #venturecap #investor interested in new tech start ups.,,2,3,2,1,0,0,1,0,0,binsumi,1,678,2008-11-27,False,5,0,44,70,40,0
LifehackLifehax,I am a bot that generates lifehackish tweets. built by @mitchc2,,0,0,1,0,0,3,0,0,0,Lifehack Lifehacks,1,1201,2013-09-10,False,13,0,59,61,16,0
TPAIN,new song Dan Bilzerian feat. @LilYachty,https://t.co/dd5A1YFBI2,3,3,3,3,1,3,0,0,0,T-Pain,0,1599,2009-04-01,False,3,0,23,37,51,1
suaj30,"Finance Minister, Minister of Corporate Affairs and Minister of Information and Broadcasting, Government of India",,0,2,0,1,0,0,1,0,0,suaj30,1,74,2016-11-27,True,4,2,0,111,51,0
CalderBecs,"Hello peeps of the internet!  I  cats, books and YouTube! (Stacy plays, Aparri, WisteriaMoon and Julian2 are my faves!See you around... ",None,0,1,0,2,0,0,1,0,0,Blank,0,197,2016-07-15,False,8,0,54,134,45,0
yayitsrob,I write about technology & climate change for @TheAtlantic. // Say hi: rob@theatlantic.com,https://t.co/gPASRntqnD,2,3,3,3,1,3,0,0,0,Robinson Meyer,0,1053,2007-03-27,False,7,0,37,88,44,1
NYPLphotobot,"I am a bot who tweets random photos from the New York Public Library, four times a day. Bot by @backspace (Not affiliated with @NYPL.)",,1,0,2,0,0,1,1,0,0,NYPL Photo Bot,1,1371,2016-10-07,False,10,0,55,132,29,0
OTRdenny,Proud DEPLORABLE. New to Twitter so I can hear it straight from MY PRESIDENT before it is twisted into FAKE NEWS.,https://t.co/Azq6O6hwFR,1,2,0,1,0,0,1,0,1,dennis davis,1,613,2017-03-11,False,6,0,60,111,42,1
GhelaBoskovich,"Revelation can be more perilous than Revolution - Nabokov. That, and #FinTech #FemTech. Lots of both, actually.",,2,3,3,3,0,3,0,0,0,Ghela Boskovich,0,963,2012-05-15,False,12,0,43,109,40,0
freezeframebot,*record scratch* *freeze frame* You might be wondering how this bot got here. @lanewinfield made it and it tweets ~10x/day Rand YT videos + fav TV/movie trope,https://t.co/sQDDP0jRef,2,0,2,0,0,1,1,0,0,Freeze Frame Bot,1,1747,2016-11-13,False,12,0,55,156,20,1
modofanpage,Meow! I want to talk here- https://t.co/2vhss3J9eF,https://t.co/I3TX5yQIwq,1,3,0,2,0,1,0,0,0,Gianluca Modonesi,1,143,2012-05-03,False,9,0,40,48,36,1
jessicanaziri,Tech expert | Founder of https://t.co/QkAPqAHY1Z | Host of ShEO Show | Breaking stereotypes about #girlsintech | Alum @LATimes @CNN @CNBC Chic geek,https://t.co/XCOK2tPdk0,3,3,3,3,1,2,0,0,0,Jessica Naziri,0,750,2009-03-12,False,11,0,44,145,23,1
ashleytisdale,"Actress, producer, singer, professional illuminator. Shop #IlluminateByAshley:",https://t.co/Y9qAf7Sn2f,3,2,3,3,1,2,0,0,0,Ashley Tisdale,0,1966,2008-12-13,False,11,0,40,76,23,1
collinmathilde,LEGO builder. Co-founder & CEO @Frontapp (YC S14),http://t.co/CNc8p3dvzR,2,3,0,3,0,2,1,0,0,Mathilde Collin,0,990,2010-02-16,False,12,0,40,47,33,1
TheSwaggaCity,,None,0,1,0,0,0,0,1,1,0,swagga city,0,162,2013-02-16,False,11,0,60,1,39,0
Crazistaan,"The Procrastination Sensation thats gripping the nation. Writer, Philanthropist, Engineer... and a damn good Stand up act!! Straight from Hindustaan ka Dil!!",,1,2,0,1,0,1,0,0,0,Aditya Joshi,0,559,2009-07-04,False,8,0,49,155,34,0
KishoreGSundar,Fast and steady wins the race.,https://t.co/j7UxUv5RHZ,2,3,2,3,0,3,0,0,1,kishore,0,888,2009-03-23,False,12,0,53,28,49,1
SavedYouAClick,Don't click on that.,,3,2,3,3,0,2,1,0,0,Saved You A Click,0,1639,2014-05-06,False,12,0,46,18,51,0
everypunk,,https://t.co/COjzKt6y4o,2,0,2,1,0,3,1,0,0,everypunk,1,1586,2014-06-03,False,7,0,46,1,44,1
endingsummary,"Acontextual catharsis, or lack thereof. Final sentences from Wikipedia film plot summaries. By @vectorpoem.",https://t.co/FZawd0OY7Q,2,0,2,0,0,1,0,0,0,As the Film Ends,1,1335,2014-05-24,False,11,0,60,105,39,1
maurita_super,I amdiferent. IG : zowowmdledle . love life,,0,1,0,2,0,0,1,0,0,Maurita Super,1,161,2017-12-03,False,11,0,53,41,31,0
JinghaoLu,"SACE Foundation//China-Africa Analyst since 2008//Chinese national//3+ year work and research experience in Kenya, South Africa, Ghana",,1,1,2,1,0,0,0,0,0,Jinghao Lu,0,931,2010-08-30,False,7,0,56,132,51,0
wz77,Experimental Bots by @samplereality. Now emulating an early 70s poetry generator by Margaret Chisman.,,0,0,1,0,0,3,1,0,0,Weird Zone '77,1,1142,2013-10-27,True,2,2,7,99,29,0
scheideggermaia,,,0,3,0,1,0,0,1,1,1,Christiano Maia,1,155,2014-08-16,False,13,0,36,1,21,0
AFI,Pre-order The Blood Album on iTunes. https://t.co/pukqh1O7id,https://t.co/pPGkMEWViU,3,3,3,0,1,1,0,0,0,AFI,0,1075,2009-11-06,False,1,0,18,58,51,1
pastorkiko,"Pastor, IBABI, Igreja Batista B’_blica, Jacare’ç, SP",http://t.co/Su7ngYYYk5,0,1,0,0,0,0,0,0,0,Patrick McClure,0,875,2011-03-10,False,8,0,50,50,34,1
AddAWordBot,"Let's keep this thing going, gang! #AddaWordRuinaMovie",,1,0,2,0,0,3,1,0,0,AddAWordBot,1,1468,2013-10-05,False,9,0,55,52,19,0
f_jubs,Nessa sofr’éncia que ’© amar voc’é,,1,2,0,2,0,1,0,0,0,J’_lia Franco,0,364,2009-08-04,False,4,0,54,32,51,0
VoynichTechNews,No one knows what the Voynich manuscript means. This account presupposes it's just tech news. Text taken at random from this transcript: http://t.co/6CcFB8kyeu,http://t.co/JEhKrTI5x6,1,0,2,0,0,3,1,0,0,Voynich Tech News,1,1340,2013-09-29,False,13,0,54,157,34,1
DCell_papers,"Journal paper feed for academics interested in dendritic cells, immunology and immunity (image source: NIH)",,1,0,2,0,0,2,1,0,0,Dendritic cells,1,1475,2014-03-13,False,10,0,54,105,29,0
naumanminhas91,"Software Engineer at Tintash. Computer Science Grad from LUMS. A games developer, adventurer and tech enthusiast.",,1,2,1,2,0,1,0,0,1,Nauman Minhas,0,442,2011-04-16,True,12,2,1,111,20,0
rebeccahiscott,"Curation and content @kickstarter. Writer, editor, Canadian.",https://t.co/t7UajA6jtQ,2,3,2,3,1,2,0,0,1,Rebecca Hiscott,0,944,2010-02-13,False,12,0,55,58,26,1
YouAreCarrying,@YouAreCarrying i or inventory for a list of items. Share your labeled drawings with #iamcarrying. By @avestal.,http://t.co/X1hxSISru0,2,3,2,2,0,3,0,0,0,YOU ARE CARRYING:,1,808,2014-06-25,False,12,0,42,109,40,1
aDNA_papers,"TwitterBot for papers in ancient DNA and human genomics from arXiv, bioRxiv, & Pubmed. Curated by @bigskybioarch",,2,0,2,0,0,2,1,0,0,aDNA_papers,1,1598,2014-03-06,False,9,0,54,110,36,0
kelseyylittle,another one bites the dust || dancer,https://t.co/3kjUTuH4uP,2,3,1,3,0,3,0,0,1,k little,0,879,2012-04-24,False,11,0,40,34,10,1
boy2bot,(by @rainshapes),,2,0,2,0,0,3,1,0,0,Boy 2 Bot,1,1551,2015-09-23,False,5,1,55,14,26,0
"""SGPokemon""","""Visit https://t.co/LLiUGW8lBD for Pok_mon location and follow @EpicSGPokemon for uber rare ones.\n\nFollow @SGPokeStatus for more info and status update.""","""https://t.co/LLiUGW8lBD""",2,0,1,2,0,3,1,0,0,"""Singapore Pok_mon""",1,1683,2016-07-22,False,9,0,26,153,36,1
DeleuzeGuattari,"Since each of us was several, there was already quite a crowd",http://t.co/H9339xwjrL,2,0,2,2,0,3,0,0,0,Deleuze and Guattari,0,1681,2008-08-08,False,13,0,44,59,21,1
jggcpczhdys684,,None,0,1,0,0,0,0,1,1,0,???? ?????????,1,151,2017-03-12,True,12,3,4,1,40,0
Joey_Cartero,"John Densmore is the drummer for The Doors. He is also an author, activist and performance artist.",,0,3,0,2,0,1,0,0,0,Joey Carter,1,53,2015-01-01,False,10,0,50,96,29,0
tldr_bot,I am programmed to tweet the news in a condensed version so you don't actually have to read it. #news #breakingnews #media,http://t.co/NcBovTnTkX,0,1,1,0,0,1,0,0,0,Smug Robot,1,247,2014-08-07,False,6,0,55,120,42,1
KeiraHenninger,"CEO/Creator of Keira Henninger Trail Races, Keira's Dirt Diva's, and a Nutrition Coach. Sponsored Patagonia and UltrAspire athlete.",http://t.co/ODOmqyMNQ8,2,3,2,3,0,2,0,0,0,Keira Henninger,0,858,2009-11-11,False,12,0,53,129,13,1
wucooagl,Anchor of Erin Burnett OutFront.,,0,2,0,1,0,0,1,0,0,wucooagl,1,65,2016-02-02,False,6,0,47,30,42,0
AlolanMeowth,https://t.co/sgjG7oUfL8 bad jokes and occasionally art,,2,2,1,3,0,3,0,0,1,Elia _™‘_ Cat,0,675,2009-05-10,False,10,0,43,52,38,0
geoffreyamoore,"Author, speaker, advisor, best known for Crossing the Chasm. Venture partner at MDV & Wildcat Venture Partners. Chairman emeritus Chasm Group & Chasm Institute",http://t.co/8dLrSlYqN5,2,1,3,3,0,1,1,0,0,Geoffrey Moore,0,1528,2011-07-08,False,12,0,40,157,13,1
lijiali_vision,"Head of R&D, ML/AI at Google Cloud",https://t.co/j2c5yIbZ0m,2,1,2,2,0,0,1,0,0,Jia Li,0,1191,2010-09-19,False,12,0,49,32,20,1
PassportReviews,The Web Watchdog of the Second Citizenship Industry,https://t.co/WNG2XX8EUE,2,3,0,0,0,1,0,0,0,Passport Reviewer,1,324,2017-01-05,False,13,0,54,49,34,1
kingsthings,"Love #suspenders & interviewing people Watch #LarryKingNow & #PoliticKING on my digital network, @OraTV! http://t.co/nuJ93n8Uw2  Podcast- http://t.co/cJiAOqblRH",http://t.co/fuUCL5AIvX,3,3,3,3,1,3,0,0,0,Larry King,0,1800,2009-03-03,False,9,0,54,158,19,1
RamboRushes,,None,0,1,0,0,0,0,1,1,0,White Rambo,1,181,2017-03-12,False,9,0,54,1,36,0
classifybot,"I'm just a little bot, organizing NYPL public domain collections, trying to make some sense out of this big world. Built with data from https://t.co/jvMfPJ7cFp",,1,1,1,1,0,2,1,0,0,I Classify,1,987,2016-11-03,False,9,0,55,157,46,0
tonyromo,Official twitter account of Dallas Cowboys QB Tony Romo,,3,1,3,2,1,0,0,0,0,Tony Romo,0,1914,2008-04-25,False,6,0,50,53,29,0
MichelleDBeadle,"I like dogs, guacamole, naps & on a good day, humans. Sheep not welcome. I don't block folks so give it your best shot. _ôÖÖ (Instagram: michelle.beadle)",,3,3,3,3,1,3,0,0,0,Michelle Beadle,0,1627,2009-06-30,False,13,0,40,151,21,0
AdamAWanderer,"Very old person, 71, low energy, not interested in much at all, tired, worn, down and out.",http://t.co/yBC0XSwXCM,2,3,2,1,0,3,0,0,1,William,0,438,2009-02-28,False,11,0,53,88,17,1
badbanana,Sometimes I just want to give it all up and become a handsome billionaire.,http://t.co/tTel1ffnft,3,2,3,3,1,3,0,0,0,Tim Siedell,0,1785,2007-03-04,False,7,0,36,72,3,1
carinahsieh,assistant editor @cosmopolitan @snapchat discover | candace bushnell once called me the samantha jones of tinder | carina.hsieh at gmail dot com,https://t.co/Nx1udIMlxH,2,3,2,3,1,3,0,0,1,Carina Hsieh,0,1048,2012-05-17,False,9,0,43,142,27,1
thisismetis,"Metis accelerates careers in data science by providing immersive bootcamps, professional development courses, online resources, and corporate training.",https://t.co/T7tjeGuAO0,2,3,3,3,0,2,0,0,0,Metis,0,930,2013-12-06,False,9,0,54,149,11,1
haikuthegibson,trust yr technolust,http://t.co/QD54bIMDmT,1,0,1,1,0,1,0,0,1,haiku the gibson,1,1097,2015-09-29,False,12,0,49,17,40,1
FelicaBdesigner,,,0,2,0,2,0,1,1,0,0,Traynor Franklin,1,80,2016-07-02,False,13,0,53,1,34,0
gcolucci,I'm a shooting star leaping through the sky like a tiger defying the laws of gravity. There's no stopping me!,,1,1,1,1,0,2,0,0,0,Guilherme Colucci,0,749,2010-03-20,False,6,0,44,107,29,0
Enrique_alv,,,0,1,0,0,0,1,1,0,0,Enrique Alvarez,0,617,2010-11-07,False,9,0,57,1,51,0
factretriever,Knowledge connoisseurs changing the world one tweet at a time.,https://t.co/USW6AcpXNd,3,1,3,2,0,1,0,0,0,Fact Retriever,1,1856,2009-07-10,False,11,0,53,60,17,1
dix6482,"If someone has something bad to say about you, it's probably because they have nothing good to say about themselves.",,3,3,2,3,0,1,0,0,0,Mary Monser,1,701,2014-06-22,True,5,4,2,114,51,0
iamsrk,,http://t.co/rgTV59DRJ7,3,1,3,1,1,3,0,0,0,Shah Rukh Khan,0,1999,2010-01-02,False,4,0,46,1,51,1
serafinowicz,Male actress and comedienne.,https://t.co/f6knOM43k4,3,3,3,3,1,3,0,0,0,Peter Serafinowicz,0,1440,2009-10-07,False,10,0,61,26,47,1
azizansari,Pasta lover. I don't tweet much. My new Netflix series Master of None is now streaming on Netflix. I wrote a book called Modern Romance.,https://t.co/oCZN8Vs1rD,3,0,3,2,1,2,0,0,0,Aziz Ansari,0,2021,2007-05-31,False,8,0,44,134,16,1
Vignesh_6v,,,1,2,0,2,0,0,0,0,1,Vignesh R,0,462,2012-03-04,False,8,1,57,1,51,0
FEveryStartup,,,0,0,0,0,0,0,1,0,0,Fuck Every Startup,1,971,2015-06-03,False,11,0,51,1,39,0
SpiderAnderson,Bem-vindo ao perfil oficial de Anderson Silva. O maior lutador de MMA de todos os tempos. Mande o seu recado para o Spider. Oosss,http://t.co/kATIKby4SS,3,2,3,2,1,2,0,0,0,Anderson Silva,0,1911,2011-02-02,False,12,0,49,127,26,1
AllTheLanguages,Tweeting all the languages. All of them. Process should finish sometime in October 2015. Created by @OnnaAdele.,,1,1,1,1,0,2,1,0,0,All The Languages,1,793,2014-04-29,False,13,0,54,109,28,0
"""showbufire""","""Software Engineer""",null,1,2,0,2,0,1,0,0,0,"""Xiao Jiang""",0,560,2010-06-04,False,10,0,26,17,47,0
rrpxpqtlvrdpryO,,,0,1,0,2,0,0,1,1,0,TAI,1,207,2016-07-16,False,13,0,24,1,21,0
AMCOUNTRYCNTWN,The Official American Country Countdown Twitter Page,http://t.co/a8Q3vDOdl3,3,2,2,3,0,2,0,0,0,ACC with Kix Brooks,0,1257,2009-04-11,False,12,0,23,50,26,1
"""willianborges88""","""jogador do Chelsea FC - football player (Chelsea FC)""","""https://t.co/hRIsPUqPgo""",3,2,3,2,1,1,0,0,0,"""Willian""",0,1896,2011-06-01,False,15,2,26,52,30,1
EmmaWatson,Actor & @UN_Women Global Goodwill Ambassador. Facebook: EmmaWatson Instagram: EmmaWatson Goodreads: OurSharedShelf,,3,2,3,3,1,1,0,0,0,Emma Watson,0,1967,2010-07-14,False,8,0,49,112,34,0
acvinal,,,0,1,0,0,0,0,1,0,0,Drew Vinal,0,259,2011-08-09,False,5,0,47,1,40,0
GaabyCremasco,,http://t.co/U9osFUUDSX,1,2,0,1,0,0,0,0,0,Gaaby Cremasco,0,343,2011-07-25,False,11,0,50,1,39,1
WonderWoman0716,"I am a Mom, Wife, and bad a** Correctional Officer!",,0,2,0,0,0,0,1,0,1,Wonder Woman,1,209,2017-12-03,True,13,4,6,49,34,0
altagraciao86,Activating influential customers to drive new product sales.,,0,2,0,2,0,0,1,0,0,Altagracia Sanders,1,3,2016-01-31,True,11,2,6,58,31,0
paulinhohopp,Photographer,https://t.co/cVJ7ZYCUDW,1,2,1,3,0,2,0,0,0,Paulinho,0,778,2010-12-15,False,10,0,51,10,21,1
Carl_C_Icahn,"Chairman of Icahn Enterprises L.P.; etc., etc.              Some people get rich studying artificial intelligence.  Me, I make money studying natural stupidity.",http://t.co/TNE4SzZtwr,3,1,3,1,1,1,1,0,0,Carl Icahn,0,1790,2013-06-20,False,10,0,49,158,29,1
cory_arcangel,nu merch: https://t.co/40NCLREgSv,https://t.co/aTvh3qoI4Q,3,2,3,3,0,2,0,0,0,Cory Arcangel,0,1208,2009-05-04,False,11,0,47,31,31,1
rikardsteiber,SVP Virtual Reality at HTC,https://t.co/QVsRLly6vy,2,3,2,3,0,2,0,0,0,Rikard Steiber,0,870,2010-10-03,False,11,0,53,24,23,1
jenntejada,"Mom, wife, leader, thinker, doer, wave rider. CEO @pagerduty, board member @puppetize",,2,2,2,3,0,1,0,0,0,Jennifer Tejada,0,806,2009-10-07,False,8,0,36,83,16,0
Heidi33Tigressa,"working class elitist legal immigrant artist educator mom, daughter of a Marine - one life just trying to get it right #Resistance #Kindness #ResistandPersist",,1,2,0,3,0,1,0,0,1,Tigressa,0,444,2017-11-06,False,13,2,36,156,21,0
